Date, Open, High, Low, Close
02/23/23, 17574.65, 17620.05, 17455.40, 17511.25
02/22/23, 17755.35, 17772.50, 17529.45, 17554.30
02/21/23, 17905.80, 17924.90, 17800.30, 17826.70
02/20/23, 17965.55, 18004.35, 17818.40, 17844.60
02/17/23, 17974.85, 18034.25, 17884.60, 17944.20
02/16/23, 18094.75, 18134.75, 18000.65, 18035.85
02/15/23, 17896.60, 18034.10, 17853.80, 18015.85
02/14/23, 17840.35, 17954.55, 17800.05, 17929.85
02/13/23, 17859.10, 17880.70, 17719.75, 17770.90
02/10/23, 17847.55, 17876.95, 17801.00, 17856.50
02/09/23, 17885.50, 17916.90, 17779.80, 17893.45
02/08/23, 17750.30, 17898.70, 17744.15, 17871.70
02/07/23, 17790.10, 17811.15, 17652.55, 17721.50
02/06/23, 17818.55, 17823.70, 17698.35, 17764.60
02/03/23, 17721.75, 17870.30, 17584.20, 17854.05
02/02/23, 17517.10, 17653.90, 17445.95, 17610.40
02/01/23, 17811.60, 17972.20, 17353.40, 17616.30
01/31/23, 17731.45, 17735.70, 17537.55, 17662.15
01/30/23, 17541.95, 17709.15, 17405.55, 17648.95
01/27/23, 17877.20, 17884.75, 17493.55, 17604.35
01/25/23, 18093.35, 18100.60, 17846.15, 17891.95
01/24/23, 18183.95, 18201.25, 18078.65, 18118.30
01/23/23, 18118.45, 18162.60, 18063.45, 18118.55
01/20/23, 18115.60, 18145.45, 18016.20, 18027.65
01/19/23, 18119.80, 18155.20, 18063.75, 18107.85
01/18/23, 18074.30, 18183.75, 18032.45, 18165.35
01/17/23, 17922.80, 18072.05, 17886.95, 18053.30
01/16/23, 18033.15, 18049.65, 17853.65, 17894.85
01/13/23, 17867.50, 17999.35, 17774.25, 17956.60
01/12/23, 17920.85, 17945.80, 17761.65, 17858.20
01/11/23, 17924.25, 17976.35, 17824.35, 17895.70
01/10/23, 18121.30, 18127.60, 17856.00, 17914.15
01/09/23, 17952.55, 18141.40, 17936.15, 18101.20
01/06/23, 18008.05, 18047.40, 17795.55, 17859.45
01/05/23, 18101.95, 18120.30, 17892.60, 17992.15
01/04/23, 18230.65, 18243.00, 18020.60, 18042.95
01/03/23, 18163.20, 18251.95, 18149.80, 18232.55
01/02/23, 18131.70, 18215.15, 18086.50, 18197.45
12/30/22, 18259.10, 18265.25, 18080.30, 18105.30
12/29/22, 18045.70, 18229.70, 17992.80, 18191.00
12/28/22, 18084.75, 18173.10, 18068.35, 18122.50
12/27/22, 18089.80, 18149.25, 17967.45, 18132.30
12/26/22, 17830.40, 18084.10, 17774.25, 18014.60
12/23/22, 17977.65, 18050.45, 17779.50, 17806.80
12/22/22, 18288.80, 18318.75, 18068.60, 18127.35
12/21/22, 18435.15, 18473.35, 18162.75, 18199.10
12/20/22, 18340.30, 18404.90, 18202.65, 18385.30
12/19/22, 18288.10, 18431.65, 18244.55, 18420.45
12/16/22, 18319.10, 18440.95, 18255.15, 18269.00
12/15/22, 18614.40, 18652.90, 18387.70, 18414.90
12/14/22, 18671.25, 18696.10, 18632.90, 18660.30
12/13/22, 18524.40, 18617.25, 18490.20, 18608.00
12/12/22, 18402.15, 18521.55, 18345.70, 18497.15
12/09/22, 18662.40, 18664.70, 18410.10, 18496.60
12/08/22, 18570.85, 18625.00, 18536.95, 18609.35
12/07/22, 18638.85, 18668.30, 18528.40, 18560.50
12/06/22, 18600.65, 18654.90, 18577.90, 18642.75
12/05/22, 18719.55, 18728.60, 18591.35, 18701.05
12/02/22, 18752.40, 18781.95, 18639.20, 18696.10
12/01/22, 18871.95, 18887.60, 18778.20, 18812.50
11/30/22, 18625.70, 18816.05, 18616.55, 18758.35
11/29/22, 18552.45, 18678.10, 18552.15, 18618.05
11/28/22, 18430.55, 18614.25, 18365.60, 18562.75
11/25/22, 18528.45, 18534.90, 18445.10, 18512.75
11/24/22, 18326.10, 18529.70, 18294.25, 18484.10
11/23/22, 18325.20, 18325.40, 18246.00, 18267.25
11/22/22, 18179.15, 18261.85, 18137.70, 18244.20
11/21/22, 18246.40, 18262.30, 18133.35, 18159.95
11/18/22, 18382.95, 18394.60, 18209.80, 18307.65
11/17/22, 18358.70, 18417.60, 18312.95, 18343.90
11/16/22, 18398.25, 18442.15, 18344.15, 18409.65
11/15/22, 18362.75, 18427.95, 18282.00, 18403.40
11/14/22, 18376.40, 18399.45, 18311.40, 18329.15
11/11/22, 18272.35, 18362.30, 18259.35, 18349.70
11/10/22, 18044.35, 18103.10, 17969.40, 18028.20
11/09/22, 18288.25, 18296.40, 18117.50, 18157.00
11/07/22, 18211.75, 18255.50, 18064.75, 18202.80
11/04/22, 18053.40, 18135.10, 18017.15, 18117.15
11/03/22, 17968.35, 18106.30, 17959.20, 18052.70
11/02/22, 18177.90, 18178.75, 18048.65, 18082.85
11/01/22, 18130.70, 18175.80, 18060.15, 18145.40
10/31/22, 17910.20, 18022.80, 17899.90, 18012.20
10/28/22, 17756.40, 17838.90, 17723.70, 17786.80
10/27/22, 17771.40, 17783.90, 17654.50, 17736.95
10/25/22, 17808.30, 17811.50, 17637.00, 17656.35
10/24/22, 17736.35, 17777.55, 17707.40, 17730.75
10/21/22, 17622.85, 17670.15, 17520.75, 17576.30
10/20/22, 17423.10, 17584.15, 17421.00, 17563.95
10/19/22, 17568.15, 17607.60, 17472.85, 17512.25
10/18/22, 17438.75, 17527.80, 17434.05, 17486.95
10/17/22, 17144.80, 17328.55, 17098.55, 17311.80
10/14/22, 17322.30, 17348.55, 17169.75, 17185.70
10/13/22, 17087.35, 17112.35, 16956.95, 17014.35
10/12/22, 17025.55, 17142.35, 16960.05, 17123.60
10/11/22, 17256.05, 17261.80, 16950.30, 16983.55
10/10/22, 17094.35, 17280.15, 17064.70, 17241.00
10/07/22, 17287.20, 17337.35, 17216.95, 17314.65
10/06/22, 17379.25, 17428.80, 17315.65, 17331.80
10/04/22, 17147.45, 17287.30, 17117.30, 17274.30
10/03/22, 17102.10, 17114.65, 16855.55, 16887.35
09/30/22, 16798.05, 17187.10, 16747.70, 17094.35
09/29/22, 16993.60, 17026.05, 16788.60, 16818.10
09/28/22, 16870.55, 17037.60, 16820.40, 16858.60
09/27/22, 17110.90, 17176.45, 16942.35, 17007.40
09/26/22, 17156.30, 17196.40, 16978.30, 17016.30
09/23/22, 17593.85, 17642.15, 17291.65, 17327.35
09/22/22, 17609.65, 17722.75, 17532.45, 17629.80
09/21/22, 17766.35, 17838.70, 17663.60, 17718.35
09/20/22, 17770.40, 17919.30, 17744.40, 17816.25
09/19/22, 17540.65, 17667.20, 17429.70, 17622.25
09/16/22, 17796.80, 17820.05, 17497.25, 17530.85
09/15/22, 18046.35, 18096.15, 17861.50, 17877.40
09/14/22, 17771.15, 18091.55, 17771.15, 18003.75
09/13/22, 18044.45, 18088.30, 18015.45, 18070.05
09/12/22, 17890.85, 17980.55, 17889.15, 17936.35
09/09/22, 17923.35, 17925.95, 17786.00, 17833.35
09/08/22, 17748.15, 17807.65, 17691.95, 17798.75
09/07/22, 17519.40, 17650.75, 17484.30, 17624.40
09/06/22, 17695.70, 17764.65, 17587.65, 17655.60
09/05/22, 17546.45, 17683.15, 17540.35, 17665.80
09/02/22, 17598.40, 17643.85, 17476.45, 17539.45
09/01/22, 17485.70, 17695.60, 17468.45, 17542.80
08/30/22, 17414.95, 17777.65, 17401.50, 17759.30
08/29/22, 17188.65, 17380.15, 17166.20, 17312.90
08/26/22, 17619.30, 17685.85, 17519.35, 17558.90
08/25/22, 17679.00, 17726.50, 17487.45, 17522.45
08/24/22, 17525.45, 17623.65, 17499.25, 17604.95
08/23/22, 17357.35, 17625.55, 17345.20, 17577.50
08/22/22, 17682.90, 17690.05, 17467.35, 17490.70
08/19/22, 17966.55, 17992.20, 17710.75, 17758.45
08/18/22, 17898.65, 17968.45, 17852.05, 17956.50
08/17/22, 17868.15, 17965.95, 17833.35, 17944.25
08/16/22, 17797.20, 17839.10, 17764.05, 17825.25
08/12/22, 17659.65, 17724.65, 17597.85, 17698.15
08/11/22, 17711.65, 17719.30, 17631.95, 17659.00
08/10/22, 17566.10, 17566.10, 17442.80, 17534.75
08/08/22, 17401.50, 17548.80, 17359.75, 17525.10
08/05/22, 17423.65, 17474.40, 17348.75, 17397.50
08/04/22, 17463.10, 17490.70, 17161.25, 17382.00
08/03/22, 17349.25, 17407.50, 17225.85, 17388.15
08/02/22, 17310.15, 17390.15, 17215.85, 17345.45
08/01/22, 17243.20, 17356.25, 17154.80, 17340.05
07/29/22, 17079.50, 17172.80, 17018.15, 17158.25
07/28/22, 16475.35, 16947.65, 16746.25, 16929.60
07/27/22, 16475.35, 16653.45, 16438.75, 16641.80
07/26/22, 16632.90, 16636.10, 16463.30, 16483.85
07/25/22, 16662.55, 16706.05, 16564.25, 16631.00
07/22/22, 16661.25, 16752.25, 16610.90, 16719.45
07/21/22, 16523.55, 16626.95, 16483.90, 16605.25
07/20/22, 16562.80, 16588.00, 16490.95, 16520.85
07/19/22, 16187.05, 16359.50, 16187.05, 16340.55
07/18/22, 16151.40, 16287.95, 16142.20, 16278.50
07/15/22, 16010.80, 16066.95, 15927.30, 16049.20
07/14/22, 16018.85, 16070.85, 15858.20, 15938.65
07/13/22, 16128.20, 16140.00, 15950.15, 15966.65
07/12/22, 16126.20, 16158.75, 16031.15, 16058.30
07/11/22, 16136.15, 16248.55, 16115.50, 16216.00
07/08/22, 16273.65, 16275.50, 16157.90, 16220.60
07/07/22, 16113.75, 16150.50, 16045.95, 16132.90
07/06/22, 15818.20, 16011.35, 15800.90, 15989.80
07/05/22, 15909.15, 16025.75, 15785.45, 15810.85
07/04/22, 15710.50, 15852.35, 15661.80, 15835.35
07/01/22, 15703.70, 15793.95, 15511.05, 15752.05
06/30/22, 15774.50, 15890.00, 15728.85, 15780.25
06/29/22, 15701.70, 15861.60, 15687.80, 15799.10
06/28/22, 15757.45, 15892.10, 15710.15, 15850.20
06/27/22, 15926.20, 15927.45, 15815.50, 15832.05
06/24/22, 15657.40, 15749.25, 15619.45, 15699.25
06/23/22, 15451.55, 15628.45, 15367.50, 15556.65
06/22/22, 15545.65, 15565.40, 15385.95, 15413.30
06/21/22, 15455.95, 15707.25, 15419.85, 15638.80
06/20/22, 15334.50, 15382.50, 15191.10, 15350.15
06/17/22, 15272.65, 15400.40, 15183.40, 15293.50
06/16/22, 15832.25, 15863.15, 15335.10, 15360.60
06/15/22, 15729.25, 15783.65, 15678.90, 15692.15
06/14/22, 15674.25, 15858.00, 15659.45, 15732.10
06/13/22, 15877.55, 15886.15, 15684.00, 15774.40
06/10/22, 16283.95, 16324.70, 16172.60, 16201.80
06/09/22, 16263.85, 16492.80, 16243.85, 16478.10
06/08/22, 16474.95, 16514.30, 16293.35, 16356.25
06/07/22, 16469.60, 16487.25, 16347.10, 16416.35
06/06/22, 16530.70, 16610.95, 16444.55, 16569.55
06/03/22, 16761.65, 16793.85, 16567.90, 16584.30
06/02/22, 16481.65, 16646.40, 16443.05, 16628.00
06/01/22, 16594.40, 16649.20, 16438.85, 16522.75
05/31/22, 16578.45, 16690.75, 16521.90, 16584.55
05/30/22, 16527.90, 16695.50, 16506.15, 16661.40
05/27/22, 16296.60, 16370.60, 16221.95, 16352.45
05/26/22, 16105.00, 16204.45, 15903.70, 16170.15
05/25/22, 16196.35, 16223.35, 16006.95, 16025.80
05/24/22, 16225.55, 16262.80, 16078.60, 16125.15
05/23/22, 16290.95, 16414.70, 16185.75, 16214.70
05/20/22, 16043.80, 16283.05, 16003.85, 16266.15
05/19/22, 15917.40, 15984.75, 15775.20, 15809.40
05/18/22, 16318.15, 16399.80, 16211.20, 16240.30
05/17/22, 15912.60, 16284.25, 15900.80, 16259.30
05/16/22, 15845.10, 15977.95, 15739.65, 15842.30
05/13/22, 15977.00, 16083.60, 15740.85, 15782.15
05/12/22, 16021.10, 16041.95, 15735.75, 15808.00
05/11/22, 16270.05, 16318.75, 15992.60, 16167.10
05/10/22, 16248.90, 16404.55, 16197.30, 16240.05
05/09/22, 16227.70, 16403.70, 16142.10, 16301.85
05/06/22, 16415.55, 16484.20, 16340.90, 16411.25
05/05/22, 16854.75, 16945.70, 16651.85, 16682.65
05/04/22, 17096.60, 17132.85, 16623.95, 16677.60
05/02/22, 16924.45, 17092.25, 16917.25, 17069.10
04/29/22, 17329.25, 17377.65, 17053.25, 17102.55
04/28/22, 17189.50, 17322.50, 17071.05, 17245.05
04/27/22, 17073.35, 17110.70, 16958.45, 17038.40
04/26/22, 17121.30, 17223.85, 17064.45, 17200.80
04/25/22, 17009.05, 17054.30, 16888.70, 16953.95
04/22/22, 17242.75, 17315.30, 17149.20, 17171.95
04/21/22, 17234.60, 17414.70, 17215.50, 17392.60
04/20/22, 17045.25, 17186.90, 16978.95, 17136.55
04/19/22, 17258.95, 17275.65, 16824.70, 16958.65
04/18/22, 17183.45, 17237.75, 17067.85, 17173.65
04/13/22, 17599.90, 17663.65, 17457.40, 17475.65
04/12/22, 17584.85, 17595.30, 17442.35, 17530.30
04/11/22, 17740.90, 17779.05, 17650.95, 17674.95
04/08/22, 17698.15, 17842.75, 17600.55, 17784.35
04/07/22, 17723.30, 17787.50, 17623.70, 17639.55
04/06/22, 17842.75, 17901.00, 17779.85, 17807.65
04/05/22, 18080.60, 18095.45, 17921.55, 17957.40
04/04/22, 17809.10, 18114.65, 17791.40, 18053.40
04/01/22, 17436.90, 17703.70, 17422.70, 17670.45
03/31/22, 17519.20, 17559.80, 17435.20, 17464.75
03/30/22, 17468.15, 17522.50, 17387.20, 17498.25
03/29/22, 17297.20, 17343.65, 17235.70, 17325.30
03/28/22, 17181.85, 17235.10, 17003.90, 17222.00
03/25/22, 17289.00, 17294.90, 17076.55, 17153.00
03/24/22, 17094.95, 17291.75, 17091.15, 17222.75
03/23/22, 17405.05, 17442.40, 17199.60, 17245.65
03/22/22, 17120.40, 17334.40, 17006.30, 17315.50
03/21/22, 17329.50, 17353.35, 17096.40, 17117.60
03/17/22, 17202.90, 17344.60, 17175.75, 17287.05
03/16/22, 16876.65, 16987.90, 16837.85, 16975.35
03/15/22, 16900.65, 16927.75, 16555.00, 16663.00
03/14/22, 16633.70, 16887.95, 16606.50, 16871.30
03/11/22, 16528.80, 16694.40, 16470.90, 16630.45
03/10/22, 16757.10, 16757.30, 16447.90, 16594.90
03/09/22, 16078.00, 16418.05, 15990.00, 16345.35
03/08/22, 15747.75, 16028.75, 15671.45, 16013.45
03/07/22, 15867.95, 15944.60, 15711.45, 15863.15
03/04/22, 16339.45, 16456.00, 16133.80, 16245.35
03/03/22, 16723.20, 16768.95, 16442.95, 16498.05
03/02/22, 16593.10, 16678.50, 16478.65, 16605.95
02/28/22, 16481.60, 16815.90, 16356.30, 16793.90
02/25/22, 16515.65, 16748.80, 16478.30, 16658.40
02/24/22, 16548.90, 16705.25, 16203.25, 16247.95
02/23/22, 17194.50, 17220.70, 17027.85, 17063.25
02/22/22, 16847.95, 17148.55, 16843.80, 17092.20
02/21/22, 17192.25, 17351.05, 17070.70, 17206.65
02/18/22, 17236.05, 17380.80, 17219.20, 17276.30
02/17/22, 17396.55, 17442.90, 17235.85, 17304.60
02/16/22, 17408.45, 17490.60, 17257.70, 17322.20
02/15/22, 16933.25, 17375.00, 16839.25, 17352.45
02/14/22, 17076.15, 17099.50, 16809.65, 16842.80
02/11/22, 17451.00, 17454.75, 17303.00, 17374.75
02/10/22, 17554.10, 17639.45, 17427.15, 17605.85
02/09/22, 17370.10, 17477.15, 17339.00, 17463.80
02/08/22, 17456.30, 17306.45, 17043.65, 17266.75
02/04/22, 17590.20, 17617.80, 17462.55, 17516.30
02/03/22, 17767.75, 17781.15, 17511.15, 17560.20
02/02/22, 17706.20, 17794.60, 17674.80, 17780.00
02/01/22, 17529.45, 17622.40, 17244.55, 17576.85
01/31/22, 17301.05, 17410.00, 17264.15, 17339.85
01/28/22, 17208.30, 17373.50, 17077.10, 17101.95
01/27/22, 17062.00, 17182.50, 16866.75, 17110.15
01/25/22, 17001.55, 17309.15, 16836.80, 17277.95
01/24/22, 17575.15, 17599.40, 16997.85, 17149.10
01/21/22, 17613.70, 17707.60, 17485.85, 17617.15
01/20/22, 17921.00, 17943.70, 17648.45, 17757.00
01/19/22, 18129.20, 18129.20, 17884.90, 17938.40
01/18/22, 18337.20, 18350.95, 18085.90, 18113.05
01/17/22, 18235.65, 18321.55, 18228.75, 18308.10
01/14/22, 18185.00, 18286.95, 18119.65, 18255.75
01/13/22, 18257.00, 18272.25, 18163.80, 18257.80
01/12/22, 18170.40, 18227.95, 18128.80, 18212.35
01/11/22, 17997.75, 18081.25, 17964.40, 18055.75
01/10/22, 17913.30, 18017.45, 17879.15, 18003.30
01/07/22, 17797.60, 17905.00, 17704.55, 17812.70
01/06/22, 17768.50, 17797.95, 17655.55, 17745.90
01/05/22, 17820.10, 17944.70, 17748.85, 17925.25
01/04/22, 17681.40, 17827.60, 17593.55, 17805.25
01/03/22, 17387.15, 17646.65, 17383.30, 17625.70
12/31/21, 17244.50, 17400.80, 17238.50, 17354.05
12/30/21, 17201.45, 17264.05, 17146.35, 17203.95
12/29/21, 17220.10, 17285.95, 17176.65, 17213.60
12/28/21, 17177.60, 17250.25, 17161.15, 17233.25
12/27/21, 16937.75, 17112.05, 16833.20, 17086.25
12/24/21, 17149.50, 17155.60, 16909.60, 17003.75
12/23/21, 17066.80, 17118.65, 17015.55, 17072.60
12/22/21, 16865.55, 16971.00, 16819.50, 16955.45
12/21/21, 16773.15, 16936.40, 16688.25, 16770.85
12/20/21, 16824.25, 16840.10, 16410.20, 16614.20
12/17/21, 17276.00, 17298.15, 16966.45, 16985.20
12/16/21, 17373.00, 17379.35, 17184.95, 17248.40
12/15/21, 17323.65, 17351.20, 17192.20, 17221.40
12/14/21, 17283.20, 17376.20, 17225.80, 17324.90
12/13/21, 17619.10, 17639.50, 17355.95, 17368.25
12/10/21, 17476.05, 17534.35, 17405.25, 17511.30
12/09/21, 17524.40, 17543.25, 17379.60, 17516.85
12/08/21, 17315.25, 17484.60, 17308.95, 17469.75
12/07/21, 17044.10, 17251.65, 16987.75, 17176.70
12/06/21, 17209.05, 17216.75, 16891.70, 16912.25
12/03/21, 17424.90, 17489.80, 17180.80, 17196.70
12/02/21, 17183.20, 17420.35, 17149.30, 17401.65
12/01/21, 17104.40, 17213.05, 17064.25, 17166.90
11/30/21, 17051.15, 17324.65, 16931.40, 16983.20
11/29/21, 17055.80, 17160.70, 16782.40, 17053.95
11/26/21, 17338.75, 17355.40, 16985.70, 17026.45
11/25/21, 17417.30, 17564.35, 17351.70, 17536.25
11/24/21, 17550.05, 17600.60, 17354.00, 17415.05
11/23/21, 17281.75, 17553.70, 17216.10, 17503.35
11/22/21, 17796.25, 17805.25, 17280.45, 17416.55
11/18/21, 17890.55, 17945.60, 17688.50, 17764.80
11/17/21, 17939.35, 18022.65, 17879.25, 17898.65
11/16/21, 18127.05, 18132.65, 17958.80, 17999.20
11/15/21, 18140.95, 18210.15, 18071.30, 18109.45
11/12/21, 17977.60, 18123.00, 17905.90, 18102.75
11/11/21, 17967.45, 17971.35, 17798.20, 17873.60
11/10/21, 17973.45, 18061.25, 17915.00, 18017.20
11/09/21, 18084.35, 18112.60, 17983.05, 18044.25
11/08/21, 18040.20, 18087.80, 17836.10, 18068.55
11/04/21, 17935.05, 17947.55, 17900.60, 17916.80
11/03/21, 17947.95, 17988.75, 17757.95, 17829.20
11/02/21, 17970.90, 18012.25, 17847.60, 17888.95
11/01/21, 17783.15, 17954.10, 17697.10, 17929.65
10/29/21, 17833.05, 17915.85, 17613.10, 17671.65
10/28/21, 18187.65, 18190.70, 17799.45, 17857.25
10/27/21, 18295.85, 18342.05, 18167.90, 18210.95
10/26/21, 18154.50, 18310.45, 18099.30, 18268.40
10/25/21, 18229.50, 18241.40, 17968.50, 18125.40
10/22/21, 18230.70, 18314.25, 18034.35, 18114.90
10/21/21, 18382.70, 18384.20, 18048.00, 18178.10
10/20/21, 18439.90, 18458.30, 18209.35, 18266.60
10/19/21, 18602.35, 18604.45, 18377.70, 18418.75
10/18/21, 18500.10, 18543.15, 18445.30, 18477.05
10/14/21, 18272.85, 18350.75, 18248.70, 18338.55
10/13/21, 18097.85, 18197.80, 18050.75, 18161.75
10/12/21, 17915.80, 18008.65, 17864.95, 17991.95
10/11/21, 17867.55, 18041.95, 17839.10, 17945.95
10/08/21, 17886.85, 17941.85, 17840.35, 17895.20
10/07/21, 17810.55, 17857.55, 17763.80, 17790.35
10/06/21, 17861.50, 17884.60, 17613.15, 17646.00
10/05/21, 17661.35, 17833.45, 17640.90, 17822.30
10/04/21, 17615.55, 17750.90, 17581.35, 17691.25
10/01/21, 17531.90, 17557.15, 17452.90, 17532.05
09/30/21, 17718.90, 17742.15, 17585.35, 17618.15
09/29/21, 17657.95, 17781.75, 17608.15, 17711.30
09/28/21, 17906.45, 17912.85, 17576.10, 17748.60
09/27/21, 17932.20, 17943.50, 17802.90, 17855.10
09/24/21, 17897.45, 17947.65, 17819.40, 17853.20
09/23/21, 17670.85, 17843.90, 17646.55, 17822.95
09/22/21, 17580.90, 17610.45, 17524.00, 17546.65
09/21/21, 17450.50, 17578.35, 17326.10, 17562.00
09/20/21, 17443.85, 17622.75, 17361.80, 17396.90
09/17/21, 17709.65, 17792.95, 17537.65, 17585.15
09/16/21, 17539.20, 17644.60, 17510.45, 17629.50
09/15/21, 17387.65, 17532.70, 17386.90, 17519.45
09/14/21, 17420.35, 17438.55, 17367.05, 17380.00
09/13/21, 17363.55, 17378.35, 17269.15, 17355.30
09/09/21, 17312.85, 17379.65, 17302.70, 17369.25
09/08/21, 17375.75, 17383.40, 17254.20, 17353.50
09/07/21, 17401.55, 17436.50, 17287.00, 17362.10
09/06/21, 17399.35, 17429.55, 17345.55, 17377.80
09/03/21, 17262.45, 17340.10, 17212.20, 17323.60
09/02/21, 17095.40, 17245.50, 17059.70, 17234.15
09/01/21, 17185.60, 17225.75, 17055.05, 17076.25
08/31/21, 16947.50, 17153.50, 16915.85, 17132.20
08/30/21, 16775.85, 16951.50, 16764.85, 16931.05
08/27/21, 16642.55, 16722.05, 16565.60, 16705.20
08/26/21, 16627.95, 16683.70, 16603.40, 16636.90
08/25/21, 16654.00, 16712.45, 16617.50, 16634.65
08/24/21, 16561.40, 16647.10, 16495.30, 16624.60
08/23/21, 16592.25, 16592.50, 16395.70, 16496.45
08/20/21, 16382.50, 16509.55, 16376.05, 16450.50
08/18/21, 16691.95, 16701.85, 16535.85, 16568.85
08/17/21, 16545.25, 16628.55, 16495.40, 16614.60
08/16/21, 16518.40, 16589.40, 16480.75, 16563.05
08/13/21, 16385.70, 16543.60, 16376.30, 16529.10
08/12/21, 16303.65, 16375.50, 16286.90, 16364.40
08/11/21, 16327.30, 16338.75, 16162.55, 16282.25
08/10/21, 16274.80, 16359.25, 16202.25, 16280.10
08/09/21, 16281.35, 16320.75, 16179.05, 16258.25
08/06/21, 16304.40, 16336.75, 16223.30, 16238.20
08/05/21, 16288.95, 16349.45, 16210.30, 16294.60
08/04/21, 16195.25, 16290.20, 16176.15, 16258.80
08/03/21, 15951.55, 16146.90, 15914.35, 16130.75
08/02/21, 15874.90, 15892.90, 15834.65, 15885.15
07/30/21, 15800.60, 15862.80, 15744.85, 15763.05
07/29/21, 15762.70, 15817.35, 15737.80, 15778.45
07/28/21, 15761.55, 15767.50, 15513.45, 15709.40
07/27/21, 15860.50, 15881.55, 15701.00, 15746.45
07/26/21, 15849.30, 15893.35, 15797.00, 15824.45
